run_timestamp,n_trading_days,date_start,date_end,annualized_return,annualized_volatility,sharpe_ratio,VaR_95_daily,CVaR_95_daily,max_drawdown,jb_pvalue,jb_skewness,jb_kurtosis,adf_pvalue,arch_pvalue,garch_omega,garch_alpha,garch_beta,garch_persistence,garch_nu,garch_uncond_vol_ann,garch_last_vol_ann,garch_aic,garch_bic
2026-03-15T01:16:21,1444,2019-01-07,2025-10-01,0.061040409511305294,2.124322477616114,1.0675091805356824,-0.1948283114706522,-0.2836940971701053,-0.7208513910693594,0.0,-0.22380582948949027,6.006520153319167,3.801685870177735e-18,1.4673297654812507e-07,24.398275827112823,0.7007723150383888,0.2992276849684569,1.0000000000068456,2.602514897390385,,2.0232076223939592,8564.389521809178,8594.690256930793
